iter	Logloss
0	0.5693743371
1	0.4517507287
2	0.3770577922
3	0.3039164039
4	0.2509639574
5	0.2034424347
6	0.1728195352
7	0.1479259708
8	0.1262609067
9	0.1050212023
10	0.08838363539
11	0.07557636672
12	0.06534723595
13	0.05691906103
14	0.05056323823
15	0.04506056342
16	0.0404309144
17	0.0369754597
18	0.03434606521
19	0.0321143262
20	0.02992517456
21	0.02809276074
22	0.02617641357
23	0.02499748562
24	0.0235116661
25	0.02249203045
26	0.02166910763
27	0.02064800009
28	0.0197788414
29	0.01904685421
30	0.01842180877
31	0.01802455183
32	0.01745823157
33	0.01705446077
34	0.01668090143
35	0.01647217908
36	0.01611402327
37	0.01584018837
38	0.01569071635
39	0.01553303583
40	0.01521893408
41	0.01494467004
42	0.0147448658
43	0.01461259068
44	0.01455735104
45	0.01444030013
46	0.01429542952
47	0.01421296277
48	0.01405906682
49	0.01400150823
50	0.01380351077
51	0.01367968283
52	0.0135663851
53	0.01347534575
54	0.01338480935
55	0.0132392225
56	0.01316024773
57	0.01297980133
58	0.01287269674
59	0.01282221967
60	0.0127005433
61	0.01264798532
62	0.01259069022
63	0.01253855593
64	0.01248601117
65	0.01244912402
66	0.0123592342
67	0.01230459315
68	0.01222066938
69	0.01212086776
70	0.0120757594
71	0.01201818809
72	0.01196199285
73	0.0119054393
74	0.01185800811
75	0.01176355784
76	0.01171556101
77	0.01167353896
78	0.0116511005
79	0.01160863251
80	0.01158415143
81	0.01153864143
82	0.01145848343
83	0.01141455415
84	0.01139115969
85	0.01135673635
86	0.01132120474
87	0.01128588481
88	0.01126759823
89	0.01123891746
90	0.01122560318
91	0.01119004861
92	0.01111558367
93	0.01110055267
94	0.01107899122
95	0.01104602871
96	0.01101362899
97	0.01097651413
98	0.01093571605
99	0.01090535056
100	0.01084323265
101	0.01081233127
102	0.01079266779
103	0.01078456306
104	0.01074974388
105	0.01073409053
106	0.01070690741
107	0.01066783058
108	0.01064964042
109	0.01059177669
110	0.0105666615
111	0.01053252417
112	0.01050712371
113	0.01047559959
114	0.01045549488
115	0.01043675292
116	0.01039168695
117	0.01037414771
118	0.01036558386
119	0.01035287286
120	0.01031105965
121	0.01030289042
122	0.01026653549
123	0.01023050606
124	0.01019953979
125	0.01017912812
126	0.01017180233
127	0.01013735282
128	0.0101196624
129	0.01010193159
130	0.01008758002
131	0.01006218917
132	0.01004256675
133	0.0100351757
134	0.01002533153
135	0.01000977413
136	0.009985532153
137	0.009959268703
138	0.009929102482
139	0.009923730096
140	0.00991329333
141	0.009895795148
142	0.009856783109
143	0.009842209266
144	0.009817705997
145	0.009792642382
146	0.009762213831
147	0.009736446786
148	0.009710074746
149	0.009697595518
150	0.009672664899
151	0.009666272257
152	0.009660511511
153	0.009654199126
154	0.009626267917
155	0.009613721135
156	0.009592978888
157	0.009576261557
158	0.00956723378
159	0.009542421266
160	0.009535010742
161	0.009523903803
162	0.009499493066
163	0.009487308808
164	0.009476842323
165	0.009456728665
166	0.009428045235
167	0.009411911461
168	0.009400640655
169	0.009375332691
170	0.009354318051
171	0.009340816542
172	0.009324832629
173	0.009302884186
174	0.009296112419
175	0.009280623032
176	0.009256960867
177	0.009230600564
178	0.009197517533
179	0.009181340803
180	0.009161287564
181	0.009144984457
182	0.00912243159
183	0.009097236639
184	0.009087426366
185	0.009079074609
186	0.009053667213
187	0.00903756197
188	0.009025323785
189	0.008999696981
190	0.008980308066
191	0.008962943891
192	0.008936588688
193	0.008919218207
194	0.008899074983
195	0.008887597026
196	0.008879922489
197	0.00887368898
198	0.008867823903
199	0.008859078326
200	0.008851677473
201	0.008836381967
202	0.00882539613
203	0.008817752657
204	0.008805815119
205	0.008799288826
206	0.008787447987
207	0.008754705561
208	0.00874883629
209	0.008742442559
210	0.008728505287
211	0.008722091505
212	0.008714639461
213	0.008708225094
214	0.008705872567
215	0.008676255052
216	0.008654264637
217	0.008643989057
218	0.008636277263
219	0.008630032138
220	0.008609209109
221	0.00860185122
222	0.008587673736
223	0.00858288131
224	0.00857318041
225	0.008554332491
226	0.008548848875
227	0.008527015762
228	0.008514044344
229	0.008497143312
230	0.008468411892
231	0.008462244979
232	0.008456484846
233	0.008442212631
234	0.00843476809
235	0.008427517817
236	0.008409739465
237	0.008405340134
238	0.008395252512
239	0.008378435576
240	0.008363459362
241	0.008356967073
242	0.008345154042
243	0.008341774378
244	0.008335468557
245	0.008325313961
246	0.008318474684
247	0.008310468275
248	0.008302644938
249	0.008282892356
250	0.008278031929
251	0.008269104434
252	0.008264346633
253	0.008256807144
254	0.008248698446
255	0.00824447002
256	0.008240676801
257	0.008236054296
258	0.008228813586
259	0.008223828611
260	0.008207916271
261	0.00820360757
262	0.008190397453
263	0.008186035726
264	0.008181566422
265	0.00817713167
266	0.008170968477
267	0.008167382336
268	0.008149228828
269	0.00814418197
270	0.00814011027
271	0.008135844817
272	0.008132598922
273	0.008128606884
274	0.008124871958
275	0.008120851114
276	0.008117097641
277	0.008113412986
278	0.008109916724
279	0.008106399958
280	0.008101992864
281	0.008097570657
282	0.008092942328
283	0.008090037087
284	0.008085824506
285	0.008082595529
286	0.008065618553
287	0.008038923014
288	0.008036353285
289	0.008033837228
290	0.00803066371
291	0.008003251874
292	0.00800043309
293	0.007980689984
294	0.007976848525
295	0.007973233106
296	0.007970168637
297	0.007966344126
298	0.007958929797
299	0.00795446529
300	0.007949604449
301	0.007944488318
302	0.007941701111
303	0.00793879326
